"","V1","ParticipantCode","Other"
"54",0.854993347555647,"wfeh0pi6",6
"55",0.900876228674218,"027156c3",6
"56",0.881925664905029,"xfea0bma",6
"57",0.860908834742091,"ornzkfx7",6
"58",0.788368279678953,"1vup6pbh",6
"59",0.852342641102979,"579jcdm7",6
"60",0.885173619458064,"jpubcjip",6
"61",0.913368815466427,"9v4hhlqw",6
"62",0.88503714915483,"6fia97r7",6
"63",0.868827179956857,"3fvt8cun",6
"64",0.878938831839374,"vpzy9ekv",6
"65",0.880960868080307,"51puq0c0",6
"66",0.894065274245731,"19ta5o5n",6
"67",0.922664534147634,"t4di9mzf",6
"68",0.902778924102919,"ytmp7lod",6
"69",0.900012409449601,"te4gtw5r",6
"70",0.915706040284088,"l1318zut",6
"71",0.870748515146348,"g5qcynby",6
"72",0.882013030467776,"wi5jeew6",6
"73",0.870073584004277,"o3hvm7pe",6
"74",0.872944593396232,"20ib0rz7",6
"75",0.698762242061043,"j6s1nkqt",6
"76",0.914296206384762,"kknjqt0t",6
"77",0.899424453789584,"o36reyew",6
"78",0.890843794908881,"rcce43lu",6
"79",0.852449435795353,"98eku7hk",7
"80",0.836477171152245,"wfeh0pi6",7
"81",0.912651530323051,"027156c3",7
"82",0.939544179136227,"xfea0bma",7
"83",0.837329953389049,"ornzkfx7",7
"84",0.754014734745607,"1vup6pbh",7
"85",0.902589777814321,"579jcdm7",7
"86",0.882245856560178,"jpubcjip",7
"87",0.923995354808459,"9v4hhlqw",7
"88",0.932747482222432,"6fia97r7",7
"89",0.933911592465989,"3fvt8cun",7
"90",0.933240021494758,"vpzy9ekv",7
"91",0.909751857825803,"51puq0c0",7
"92",0.901865020633323,"19ta5o5n",7
"93",0.929923259784676,"t4di9mzf",7
"94",0.909782464755394,"ytmp7lod",7
"95",0.934424461041242,"te4gtw5r",7
"96",0.929479148768431,"l1318zut",7
"97",0.933066233403397,"g5qcynby",7
"98",0.924839464339967,"wi5jeew6",7
"99",0.923066823100972,"o3hvm7pe",7
"100",0.958691552326234,"20ib0rz7",7
"101",0.744515567441081,"j6s1nkqt",7
"102",0.951400945708195,"kknjqt0t",7
"103",0.881078306261058,"o36reyew",7
"104",0.841054798896276,"rcce43lu",7
"105",0.880062024920278,"98eku7hk",8
"106",0.861592650939119,"wfeh0pi6",8
"107",0.918066511211649,"027156c3",8
"108",0.934278502829337,"xfea0bma",8
"109",0.856166597883474,"ornzkfx7",8
"110",0.774162329810548,"1vup6pbh",8
"111",0.889752465405828,"579jcdm7",8
"112",0.904576684986924,"jpubcjip",8
"113",0.922931904013141,"9v4hhlqw",8
"114",0.919963042312994,"6fia97r7",8
"115",0.921515637853656,"3fvt8cun",8
"116",0.929959503054653,"vpzy9ekv",8
"117",0.902285184220969,"51puq0c0",8
"118",0.923067755127282,"19ta5o5n",8
"119",0.935517148328862,"t4di9mzf",8
"120",0.934183198195364,"ytmp7lod",8
"121",0.933270538243809,"te4gtw5r",8
"122",0.930647131797716,"l1318zut",8
"123",0.898426783468667,"g5qcynby",8
"124",0.925441208689343,"wi5jeew6",8
"125",0.890749617297353,"o3hvm7pe",8
"126",0.940437426945707,"20ib0rz7",8
"127",0.758052461346606,"j6s1nkqt",8
"128",0.94001475482331,"kknjqt0t",8
"129",0.889587018867495,"o36reyew",8
"130",0.864989489522334,"rcce43lu",8
